"id","genus","species","scientificname"
988,"Pinus","clausa","Pinus clausa"
990,"Pinus","echinata","Pinus echinata"
992,"Pinus","elliottii","Pinus elliottii"
994,"Pinus","glabra","Pinus glabra"
1004,"Pinus","palustris","Pinus palustris"
1011,"Pinus","pungens","Pinus pungens"
1015,"Pinus","serotina","Pinus serotina"
1019,"Pinus","taeda","Pinus taeda"
1020,"Pinus","virginiana","Pinus virginiana"
