site,ensemble,AGB_PFT,BSEEDS,DBH,DDBH,NPP_PFT,TRANSP_PFT,DENS,lon,lat,dtime,pft,date
MANDIFORE-PNW-4538,1,1.364525318145752,0,51.774810791015625,0,6.827851848356659e-6,2.399287222942803e-5,0.45728689432144165,-124.3494289,42.1973447,181,10,2003-07-01
MANDIFORE-PNW-4538,1,1.3639960289001465,0,51.774810791015625,0,6.2419703681371175e-6,2.6195468308287673e-5,0.4567048251628876,-124.3494289,42.1973447,212,10,2003-08-01
MANDIFORE-PNW-4538,1,1.3634669780731201,0,51.774810791015625,0,5.115002750244457e-6,2.1356443539843895e-5,0.45611298084259033,-124.3494289,42.1973447,243,10,2003-09-01
MANDIFORE-PNW-4538,1,1.362953543663025,0,51.774810791015625,0,3.4326660625083605e-6,1.528923530713655e-5,0.4555410146713257,-124.3494289,42.1973447,273,10,2003-10-01
MANDIFORE-PNW-4538,1,1.3623778820037842,0,51.774810791015625,0,1.4371134966495447e-6,4.098928002349567e-6,0.454950749874115,-124.3494289,42.1973447,304,10,2003-11-01
MANDIFORE-PNW-4538,1,0.015274726785719395,0,50.05138397216797,4.649162292480469e-6,6.858611811821902e-8,1.2182354680589924e-7,4.317094802856445,-124.3494289,42.1973447,0,1,2004-01-01
MANDIFORE-PNW-4538,1,0.009974892251193523,4.4996604641085736e-13,46.76332473754883,-5.364418029785156e-7,9.21368297213121e-8,1.2260072423941892e-7,3.236699342727661,-124.3494289,42.1973447,31,1,2004-02-01
MANDIFORE-PNW-4538,1,0.02761865220963955,0.0064089479856193066,88.39257049560547,7.152557373046875e-7,1.3217487548899953e-6,2.157869857910555e-6,2.5366051197052,-124.3494289,42.1973447,60,1,2004-03-01
MANDIFORE-PNW-4538,1,0.02998208813369274,0.07207916676998138,91.00404357910156,-3.5762786865234375e-7,2.6971474653691985e-6,5.299192707752809e-6,2.37526273727417,-124.3494289,42.1973447,91,1,2004-04-01
MANDIFORE-PNW-4538,1,0.04189234972000122,0.1411566436290741,98.39459991455078,2.1457672119140625e-6,4.555165105557535e-6,9.668209713709075e-6,2.9430055618286133,-124.3494289,42.1973447,121,1,2004-05-01
MANDIFORE-PNW-4538,1,0.06648522615432739,0.35553470253944397,143.7424774169922,-7.8678131103515625e-06,9.212782970280387e-6,2.6756140869110823e-5,4.837178707122803,-124.3494289,42.1973447,152,1,2004-06-01
MANDIFORE-PNW-4538,1,0.0931871309876442,0.6982479691505432,156.40176391601562,-1.430511474609375e-6,1.306996819039341e-5,4.939311838825233e-5,8.105267524719238,-124.3494289,42.1973447,182,1,2004-07-01
MANDIFORE-PNW-4538,1,0.11943705379962921,0.7024019360542297,163.43638610839844,-7.152557373046875e-7,1.2308786608627997e-5,5.092073843115941e-5,11.350594520568848,-124.3494289,42.1973447,213,1,2004-08-01
MANDIFORE-PNW-4538,1,0.13562454283237457,0.433188259601593,167.92735290527344,2.86102294921875e-6,7.600675417052116e-6,2.6173354854108766e-5,13.300102233886719,-124.3494289,42.1973447,244,1,2004-09-01
MANDIFORE-PNW-4538,1,0.12271737307310104,0.08435969799757004,167.7212677001953,1.7881393432617188e-06,2.3393779429170536e-6,5.557290023716632e-6,12.309420585632324,-124.3494289,42.1973447,274,1,2004-10-01
